9145	1
8864	1
8702	1
8515	1
8501	1
8478	1
8478	1
8431	1
8396	1
8354	1
8328	1
8307	1
8265	1
8259	1
8188	1
8182	1
8160	1
8126	1
8090	1
8083	1
8050	1
7997	1
7916	1
7911	1
7830	1
7826	1
7814	1
7811	1
7793	1
7750	1
7742	1
7740	1
7739	1
7684	1
7675	1
7668	1
7659	1
7654	1
7638	1
7605	1
7552	1
7544	1
7542	1
7528	1
7517	1
7504	1
7482	1
7478	1
7447	1
7421	1
7406	1
7399	1
7383	1
7376	1
7369	1
7363	1
7323	1
7319	1
7312	1
7263	1
7256	1
7254	1
7211	1
7208	1
7204	1
7199	1
7192	1
7189	1
7115	1
7112	1
7090	1
7054	1
7051	1
7043	1
7041	1
7027	1
7025	1
7010	1
6999	1
6974	1
6959	1
6938	1
6917	1
6901	1
6890	1
6872	1
6853	1
6772	1
6756	1
6735	1
6577	1
6559	1
6386	1
6303	1
6272	1
6026	1
5879	1
5723	1
5415	1
4980	1
