278802	30.0914
106961	11.5444
75816	8.1829
60358	6.5145
44541	4.8074
31306	3.3789
31057	3.3520
18528	1.9997
15219	1.6426
12017	1.2970
10097	1.0898
9148	0.9874
9094	0.9815
8042	0.8680
7243	0.7817
7120	0.7685
6861	0.7405
6138	0.6625
5821	0.6283
5376	0.5802
5364	0.5789
5020	0.5418
4686	0.5058
4480	0.4835
4276	0.4615
4075	0.4398
4058	0.4380
3830	0.4134
3829	0.4133
3797	0.4098
3628	0.3916
3538	0.3819
3511	0.3789
3490	0.3767
3470	0.3745
3332	0.3596
3229	0.3485
3198	0.3452
3139	0.3388
3131	0.3379
2804	0.3026
2727	0.2943
2704	0.2918
2700	0.2914
2578	0.2782
2561	0.2764
2560	0.2763
2559	0.2762
2552	0.2754
2544	0.2746
2479	0.2676
2419	0.2611
2200	0.2374
2196	0.2370
2191	0.2365
2188	0.2362
2185	0.2358
2180	0.2353
2160	0.2331
2146	0.2316
2080	0.2245
2011	0.2170
1971	0.2127
1967	0.2123
1878	0.2027
1808	0.1951
1790	0.1932
1755	0.1894
1622	0.1751
1583	0.1709
1569	0.1693
1568	0.1692
1479	0.1596
1476	0.1593
1429	0.1542
1415	0.1527
1411	0.1523
1404	0.1515
1288	0.1390
1247	0.1346
1197	0.1292
1177	0.1270
1163	0.1255
1147	0.1238
1104	0.1192
1097	0.1184
1053	0.1137
1050	0.1133
1014	0.1094
1008	0.1088
994	0.1073
969	0.1046
849	0.0916
755	0.0815
723	0.0780
689	0.0744
679	0.0733
646	0.0697
635	0.0685
557	0.0601
