278802	1
106961	1
75816	1
60358	1
44541	1
31306	1
31057	1
18528	1
15219	1
12017	1
10097	1
9148	1
9094	1
8042	1
7243	1
7120	1
6861	1
6138	1
5821	1
5376	1
5364	1
5020	1
4686	1
4480	1
4276	1
4075	1
4058	1
3830	1
3829	1
3797	1
3628	1
3538	1
3511	1
3490	1
3470	1
3332	1
3229	1
3198	1
3139	1
3131	1
2804	1
2727	1
2704	1
2700	1
2578	1
2561	1
2560	1
2559	1
2552	1
2544	1
2479	1
2419	1
2200	1
2196	1
2191	1
2188	1
2185	1
2180	1
2160	1
2146	1
2080	1
2011	1
1971	1
1967	1
1878	1
1808	1
1790	1
1755	1
1622	1
1583	1
1569	1
1568	1
1479	1
1476	1
1429	1
1415	1
1411	1
1404	1
1288	1
1247	1
1197	1
1177	1
1163	1
1147	1
1104	1
1097	1
1053	1
1050	1
1014	1
1008	1
994	1
969	1
849	1
755	1
723	1
689	1
679	1
646	1
635	1
557	1
