10821	1
10739	1
10525	1
10472	1
10379	1
10320	1
10314	1
10293	1
10271	1
10227	1
10098	1
10061	1
10010	1
9945	1
9945	1
9944	1
9931	1
9896	1
9878	1
9857	1
9837	1
9817	1
9816	1
9803	1
9730	1
9686	1
9682	1
9680	1
9677	1
9632	1
9610	1
9591	1
9587	1
9581	1
9562	1
9546	1
9530	1
9529	1
9527	1
9525	1
9475	1
9465	1
9449	1
9444	1
9432	1
9411	1
9398	1
9397	1
9387	1
9374	1
9359	1
9356	1
9346	1
9345	1
9322	1
9315	1
9313	1
9290	1
9275	1
9274	1
9245	1
9237	1
9208	1
9201	1
9200	1
9180	1
9151	1
9113	1
9083	1
9046	1
9043	1
9029	1
9027	1
8964	1
8926	1
8921	1
8909	1
8897	1
8891	1
8870	1
8835	1
8827	1
8824	1
8782	1
8736	1
8717	1
8716	1
8711	1
8361	1
8233	1
8169	1
8055	1
7917	1
7760	1
7633	1
7340	1
7312	1
7221	1
6694	1
6231	1
