9145	1.2311
8864	1.1932
8702	1.1714
8515	1.1463
8501	1.1444
8478	1.1413
8478	1.1413
8431	1.1350
8396	1.1302
8354	1.1246
8328	1.1211
8307	1.1183
8265	1.1126
8259	1.1118
8188	1.1022
8182	1.1014
8160	1.0985
8126	1.0939
8090	1.0891
8083	1.0881
8050	1.0837
7997	1.0765
7916	1.0656
7911	1.0650
7830	1.0541
7826	1.0535
7814	1.0519
7811	1.0515
7793	1.0491
7750	1.0433
7742	1.0422
7740	1.0419
7739	1.0418
7684	1.0344
7675	1.0332
7668	1.0322
7659	1.0310
7654	1.0304
7638	1.0282
7605	1.0238
7552	1.0166
7544	1.0155
7542	1.0153
7528	1.0134
7517	1.0119
7504	1.0102
7482	1.0072
7478	1.0067
7447	1.0025
7421	0.9990
7406	0.9970
7399	0.9960
7383	0.9939
7376	0.9929
7369	0.9920
7363	0.9912
7323	0.9858
7319	0.9853
7312	0.9843
7263	0.9777
7256	0.9768
7254	0.9765
7211	0.9707
7208	0.9703
7204	0.9698
7199	0.9691
7192	0.9682
7189	0.9678
7115	0.9578
7112	0.9574
7090	0.9544
7054	0.9496
7051	0.9492
7043	0.9481
7041	0.9478
7027	0.9460
7025	0.9457
7010	0.9437
6999	0.9422
6974	0.9388
6959	0.9368
6938	0.9340
6917	0.9311
6901	0.9290
6890	0.9275
6872	0.9251
6853	0.9225
6772	0.9116
6756	0.9095
6735	0.9066
6577	0.8854
6559	0.8830
6386	0.8597
6303	0.8485
6272	0.8443
6026	0.8112
5879	0.7914
5723	0.7704
5415	0.7290
4980	0.6704
